_id,verb,sentence,verb_idx,label
675fe5db-8a87-4379-8e8a-cb1fd75ae4b5,ringen,"Die hiermit zusammenhängenden, konkreten Fragen sind oft nicht leicht zu beantworten, auch in Deutschland ist um ihre Beantwortung immer wieder gerungen worden.",20,0
f5d19098-de91-4b05-8a71-4644ac3ebe86,ergreifen,"Auch die Kultusministerkonferenz hat im Dezember 2001 als schnelle Reaktion auf die Ergebnisse der internationalen PISA-Studie beschlossen, ""Maßnahmen mit dem Ziel einer frühzeitigen Einschulung"" zu ergreifen.",26,0
7f9c0680-0174-418c-b3b7-cb3b61219ba0,entrümpeln,"Die Dichte der Vorgaben für den Unterrichtsstoff muss überprüft, Lehrpläne müssen entrümpelt werden.",11,1
1f7cd6c4-332d-452f-b7db-5b0176a4226e,entfalten,"Obwohl die neue Republik auf die besten und nobelsten deutschen und europäischen Verfassungstraditionen gestellt war, war die Skepsis am Anfang groß, ob sich im ""Weststaat"" eine dauerhaft stabile Demokratie würde entfalten können.",30,0
4466753d-5583-414b-8e93-4fb258728922,abschütteln,"Sie vor allem waren es, die den Preis für die deutsche Kriegsschuld zahlen mußten - bis sie in bewundernswerter Zivilcourage 1989 das Zwangssystem des Einparteienstaates abschüttelten.",24,0
d6421210-d9e7-4c70-b514-7358c358adb7,gestalten,"Unsere Verfassung bietet auch für die Zukunft eine tragfähige Grundlage, die gesellschaftlichen Veränderungen erfolgreich zu gestalten.",15,0
a4842cfe-4041-4d49-8119-b923652e587d,kreisen,"Damals kreiste das Interesse um zwei internationale Entwicklungen: · Kultur und Medien sahen sich von einer Liberalisierungsdebatte überzogen, die aus dem Allgemeinen Übereinkommen über den Handel mit Dienstleistungen - kurz GATS - herrührte.· Gleichzeitig bemühte sich die UNESCO, den Druck zu mildern und die kulturelle Vielfalt durch ein Übereinkommen zu schützen.",1,1
20a6e604-055a-43dc-9121-955feec37ab0,auffächern,"Natürlich fächert diese Studie aber auch auf, wie viel noch zu tun ist, um einen wirklichen Konsens zu erreichen.",1,1
c0ec4b22-96dd-4910-b9ee-f05620ef9f6a,entfalten,"Der Handel mit Waren, also zum Beispiel Büchern oder Tonträgern, ist über die Regeln des GATT bereits seit langem weitgehend liberalisiert.· Selbst multilaterale Übereinkommen in der Kulturpolitik können Bindungswirkungen für die innerstaatliche Politik entfalten, die den jeweils Betroffenen nicht immer bewusst sind.",34,0
d5a88a28-c21b-4398-b482-b8760f1570b8,kegeln,"So geschehen in Köln, als die städtebauliche Planung den Dom fast von der Liste der Welterbestätten gekegelt hätte und dies auch noch mit Erstaunen quittiert wurde.",16,1
22038f6e-0b18-4da4-8a23-d886d3d40bbf,münzen,"Ich erinnere nur daran, wie geschockt die Betroffenen reagierten, als der Europäische Gerichtshof Gemeinschaftsrecht auf gute alte Traditionen im Sport, auf den Bereitschaftsdienst von Krankenhausärzten oder auf den Zugang von Frauen zur Bundeswehr münzte.· Wir müssen den Blick weiten und uns bei der Debatte auf supranationaler Ebene mit der Sicht anderer, gleichberechtigter  Nationen in der Kulturpolitik auseinandersetzen.",33,0
5b1c774c-7e95-41dd-ae3c-5b2459e4c598,schmieden,"Ich betrachte es daher als sehr ermutigendes Zeichen, dass es im vergangenen Jahr gelungen ist, eine Koalition für kulturelle Vielfalt zu schmieden.",21,1
6857df6d-d6ac-4afa-9086-4f07c9786fcb,verschwinden,"Man sagt Zahlen nach, sie wären nur abstrakte Zeichen, hinter denen die konkreten menschlichen Erfahrungen und Leiden verschwinden.",17,0
7b6c301b-5b8d-42d4-9a7a-30cd7b6f66b5,sterben,"Wenn erst einmal der Schmerz, die Hoffnung, die Trauer und die Freundschaft mit denjenigen gestorben sind, die all dies empfanden, dann bleiben die Zahlen in den Geschichtsbüchern - so heißt es - und mit ihnen erkaltet langsam die Erinnerung.",14,1
fbdc8ddb-dcdf-4ab8-9b1e-62a8a941f1c5,erkalten,"Wenn erst einmal der Schmerz, die Hoffnung, die Trauer und die Freundschaft mit denjenigen gestorben sind, die all dies empfanden, dann bleiben die Zahlen in den Geschichtsbüchern - so heißt es - und mit ihnen erkaltet langsam die Erinnerung.",33,1
1323c376-ed10-4b60-9b10-719826dd8d88,verdunkeln,"In den Erinnerungen vieler Häftlinge, wie sie in Schriften, in Ton-  und Bildaufzeichnungen niederlegt sind, gehört dieser Keller zu den finstersten Orten eines Lagers, das ohnehin von einer immerwährenden Nacht der Unmenschlichkeit verdunkelt wurde.",32,1
e14ecc64-4b0a-4019-8585-b989d505e0dc,wachhalten,"Ein Ort, der die Erinnerung an die Toten wachhält.",8,0
bf498b8b-3956-478a-964b-a4e47afdba16,springen,"Für die Zeit des Mittelalters ist die Verbindung unübersehbar, Parallelen springen aber auch in der Neuzeit ins Auge: Deutschland und Italien sind verspätete Nationen des 19. Jahrhunderts, was jeweils im Inneren der Gesellschaften divergierende Geschwindigkeiten der Modernisierung bedingte.",10,1
b7b595b3-42f9-434a-b87c-bd90e341909c,verfassen,"Die späte Nationenbildung hatte nicht zuletzt den Effekt, dass die kulturellen Landschaften beider Länder bis heute in hohem Maße multipolar verfasst sind.",20,1
b2fa1400-eae6-4894-987d-db32b1822dc7,erfahren,"Die kulturelle Nähe zwischen Deutschland und Italien äußert sich in der hohen Wertschätzung, die die Leistungen der jeweils anderen Kultur erfahren.",20,0
b7bdd5ed-2cef-4718-b87b-2f7424da4692,begreifen,Als institutionellen Niederschlag der wechselseitigen Wertschätzung kann man das zwischen unseren Staaten bestehende dichte Geflecht kultureller Einrichtungen im jeweils anderen Land begreifen.,21,0
2a853289-f3ce-4431-91f8-7946e0fc4a4b,zurückgehen,"Bemerkenswert ist dabei, dass eine Reihe dieser Einrichtungen auf das 19. Jahrhundert zurückgeht, eine Zeit also, in der der Begriff der auswärtigen Kulturpolitik - jedenfalls im deutschen Sprachraum - noch nicht existierte.",12,0
2a41803e-ac67-4955-9802-7f1a283d1f44,italianisieren,"Auch in Folge der Mitte der 50er Jahre verstärkt einsetzenden Migration hat sich die Lebenswelt in Deutschland in gewisser Weise italianisiert - ich denke hier z.B. an die Bereiche Esskultur, Mode und Design.",20,1
f4d9e04f-6cca-46d1-94b6-c60ff03739c6,einschreiben,"Der langen Tradition der Italien-, besonders der Rom-Aufenthalte deutscher Künstler ist das Motiv der Sehnsucht eingeschrieben, Sehnsucht nach dem Fremden, dem ganz Anderen.",16,1
e2be7839-d39a-400d-b749-7354464e5678,widerspiegeln,"Die Liste der durch die DaimlerChrysler AG geförderten Stipendiaten spiegelt die Leitidee der Casa di Goethe wieder, Goethes Werk sowohl in seinem historischen Kontext zu präsentieren als auch aus dem Blickwinkel der Gegenwart zu befragen.",9,0
bcd28ea7-634d-4809-b3dc-02d1cbe56d7d,erwachsen,Aus dieser Tradition erwächst in meinen Augen eine besondere Verpflichtung - auch mit Blick auf die Erweiterung der Europäischen Union.,3,0
9e017a26-4f2b-47dd-b9bd-93a0a49374ce,spiegeln," Sein Umfang spiegelt die Vielfalt, die Dauer und die Intensität der Beziehungen, die zwischen Deutschland und Italien auf allen Gebieten der Kultur und Bildung bestehen.",2,1
5a8076ac-8914-43a7-bf7d-099bb26eb0fa,unterhalten,"Diese Intensität zeigt sich nicht zuletzt darin, dass sowohl Deutschland wie Italien im jeweils anderen Land die relativ größte Zahl kultureller Einrichtungen unterhalten.",22,0
57a67013-6902-470f-a7e2-de2dcca1cd45,bannen,"Dabei ist es vor allem die Reizgestalt der Handschrift, die ihn ans Entziffern der Mikrogramme bannt und gleichzeitig in eine ungewohnte Freiheit entlässt.",15,0
025560eb-2f68-4571-ab60-5b76937d38b4,entlassen,"Dabei ist es vor allem die Reizgestalt der Handschrift, die ihn ans Entziffern der Mikrogramme bannt und gleichzeitig in eine ungewohnte Freiheit entlässt.",22,1
9ea005e8-3dbd-4290-9bda-ca0074603f7b,wuchern,"Im Gegenteil: Es ist die Sinnlichkeit der reinen Augenlust, wenn man sich ans Studium seiner Blätter macht und beobachtet, wie die Sätze wuchern, übereinander wachsen, sich in Linien verlieren oder zu Flächen verdichten.",22,1
194657d0-6065-4718-9b8e-bad73b229968,wachsen,"Im Gegenteil: Es ist die Sinnlichkeit der reinen Augenlust, wenn man sich ans Studium seiner Blätter macht und beobachtet, wie die Sätze wuchern, übereinander wachsen, sich in Linien verlieren oder zu Flächen verdichten.",24,1
8f373a5d-5f2a-4c06-b99b-87ebeda0a830,verlieren,"Im Gegenteil: Es ist die Sinnlichkeit der reinen Augenlust, wenn man sich ans Studium seiner Blätter macht und beobachtet, wie die Sätze wuchern, übereinander wachsen, sich in Linien verlieren oder zu Flächen verdichten.",28,1
29e0bdbb-16ff-4744-bcf4-c0eefeb52cc8,verdichten,"Im Gegenteil: Es ist die Sinnlichkeit der reinen Augenlust, wenn man sich ans Studium seiner Blätter macht und beobachtet, wie die Sätze wuchern, übereinander wachsen, sich in Linien verlieren oder zu Flächen verdichten.",32,1
b76810a7-fed0-413d-9e1a-48b212c4b6f2,hineinziehen,"Denklandschaft, ""Regenblatt"", ""Textvibrationsstudie"", ""Satzfeld"" oder auch: ""Porträtierter Satz"", das sind die Lockvögel, die Claus ausgesendet hat, um uns in seine Expressionen hineinzuziehen.",21,1
4359672c-5354-454f-9040-6a4dbd3a822e,kreisen,"So lautet der Titel einer Arbeit aus dem Jahr 1968, für die Claus den Zeichenstift so lange über das Papier kreisen ließ, bis das Blatt fast vollständig schwarz geworden war.",20,0
f816b417-d534-4c61-ad4c-fef924a05385,herandrängen,"Wobei das ""Schweigen"" in diesem speziellen Fall auch nichts anderes ist, als ein Innehalten im Kontinuum der Wörter und Bilder, das Raum schafft für neue Projektionen und Gedanken, die von den Randzonen zwischen dem Bekannten und dem Unbewussten herandrängen.",38,1
769215b3-4721-4c8d-85de-a31c2f39e0eb,begreifen,Europa muss von seinen Bürgerinnen und Bürgern als Ort des sozialen Zusammenhalts über kulturelle und religiöse Grenzen hinweg begriffen und erlebt werden.,18,0
dfb40f0a-417d-4b4a-a60d-43376cbe9dcc,erleben,Europa muss von seinen Bürgerinnen und Bürgern als Ort des sozialen Zusammenhalts über kulturelle und religiöse Grenzen hinweg begriffen und erlebt werden.,20,0
0c9a991f-c8e7-445d-ac6d-5a9150553386,schnüren,"Das kann nicht oktroyiert werden, sondern das geht nur, indem wir die wechselseitige Blockade, die nach meinem Eindruck den Prozess so lange verzögert hat - natürlich sind die Interessen unterschiedlich und treffen auch im Bündnis für den Film aufeinander -, dadurch aufheben, dass wir ein Paket schnüren.",44,1
7b48e31e-6045-468c-815e-889601dd8b04,abhängen,"So werden nach Expertenaussagen in Deutschland im Jahr 2000 von Mikroelektronikprodukten rund 1.000 Milliarden DM Umsatz 4,5 Millionen Arbeitsplätze Exporte im Wert von 510 Milliarden DM abhängen.",28,0
16669cd0-998c-45be-afc2-009d43d7952f,halten,Auch im privaten Bereich hat die Mikroelektronik längst Einzug gehalten: Von der Unterhaltungselektronik übers Handy bis zur Chipkarte.,9,0
a0e93fcd-e14c-4ee9-baa7-759bd98f1b12,fließen,Und zusätzlich fließen erhebliche Beiträge in die Kassen der sozialen Sicherungssysteme.,2,1
98267631-cf6e-4884-a42f-ce16f3714ea8,beleben,"Und gleichzeitig glaube ich auch, daß Kulturpolitik durch die Arbeit von Stiftungen belebt werden kann, also eine fruchtbare Wechselwirkung besteht.",12,0
daf31d87-1b30-4b26-a545-73a3c01315ea,liegen,Die Mehrheiten lagen quer zu den politischen Parteien.,2,0
2546165d-a701-49d1-8c07-d15c006097de,ausbuchstabieren,"Ich teile diese Auffassung nicht, im Gegenteil: Die normative Orientierung an menschlicher Würde, am Respekt vor dem einzelnen menschlichen Individuum sehe ich als den (humanistischen) Kern des Ethos an, das eine Demokratie trägt oder besser tragen sollte: ""Die Würde des Menschen ist unantastbar"" muss normativ ausbuchstabiert werden - die Gesetzgebung ist nur ein Teil dieses ethischen Projektes.",45,1
0dd3a6d1-499a-4413-b18a-2584a87748e6,erschöpfen,Allerdings erschöpfen sich die ethischen Pflichten nicht in der Bewahrung individueller Rechte.,1,0
7975437c-fdaa-4224-81cf-d394d269357b,schließen,"Ich räume ein, dass diese 42 Prozent, die gelten - sie stehen ja schon im Gesetzblatt -, nicht zustande gekommen sind, weil die SPD sich das so gerne gewünscht hätte, sondern das war ein Kompromiss, den wir mit der rheinland-pfälzischen Landesregierung schließen mussten.",40,0
c9a04a41-def0-4858-9ae9-12bdd1344061,stehen,Davor steht die Garantie der kommunalen Selbstverwaltung.,1,0
bed283c5-39e5-46cc-a740-794905e574f9,stellen,"Ich verstehe wirklich nicht, wie man bei dieser Situation sagen kann, dass der Mittelstand schlechter gestellt wird als die Körperschaften.",15,1
8fbf3a88-7b18-4951-b672-77ec343c4835,gehen,"Auch hier gehen wir Hand in Hand, der Bund und dieses Land.",2,1
7d1274d9-4f4f-4883-9f23-31cae01634c9,schulden,"Das ist vor allen Dingen Ihren eigenen Aktivitäten geschuldet, nicht in erster Linie - das behauptet auch keiner - der Politik.",8,0
7732bdbc-834f-48ea-ba25-b74c45e1d87e,stellen,"Aber man muss eine Säule daneben stellen, und die heißt Kapitaldeckung.",6,1
f954e4b3-c9ce-48f3-ab3c-ce89cb6a6d0f,stellen,"Für mich war es immer wichtig, zu sagen: Der Sinn der Reform ist, Kapitaldeckung aufzubauen, die zweite Säule neben die erste, beitragsfinanzierte, zu stellen.",23,1
4a34d35b-3537-4a29-80db-abaa2d40d9a6,laufen,"Meine Partei ist gegen dieses Gesetz Sturm gelaufen, meine Freunde in den Gewerkschaften genauso.",7,1
acdfd811-f772-471b-b0ed-4c8630601779,einräumen,Wir haben nämlich einen Rechtsanspruch auf Teilzeit eingeräumt.,7,0
e4637073-0e2a-4843-afd9-4389f9fbed00,tragen,"Deswegen denke ich, dass wir auch in diesem Bereich zwischen den Teilhabeansprüchen Ihrer Beschäftigten und den berechtigten Ansprüchen dessen, der sein Geld investieren will und der das Risiko für das investierte Geld trägt, eine sinnvolle, vernünftige Balance finden werden und finden müssen.",32,0
cbeca0f2-1e36-454c-a5d2-8a7dde20d502,aufbauen,"Ich jedenfalls halte das, was gegenwärtig an vordergründigen Konfrontationen aufgebaut wird, für ganz verkehrt.",9,0
fccb4157-aed9-4933-aab8-dd0157fff0c4,bekommen,"Wir brauchen zweitens in unserer Gesellschaft ein Maß an Offenheit, an Internationalität, um die Menschen  von außen zu bekommen, die unsere Leute herausfordern können.",18,0
9864dbb7-3bc5-4a9d-971b-05590c6fb3a2,ziehen,"Ich sage deswegen: In diesen beiden Bereichen haben wir ein Modernitätsdefizit, das wir gemeinsam aufarbeiten müssen, wenn wir - ich denke, an diesem Punkt ziehen wir an einem Strang, wo immer sich der Einzelne politisch verortet - eines wollen: des Landes Wohlfahrt, wie man bei uns in Niedersachsen so schön sagt.",23,1
d5d178ad-5f08-4adf-9bca-7da673b8bc07,widerspiegeln,"Was sich damals in den Gesichtern der Menschen widerspiegelte, zeigt die Ausstellung ""Here is New York"".",8,0
5b6da69d-4192-4add-8e99-b00cb9fca342,erzählen,"Sie erzählen von der Trauer und der Verzweiflung der Menschen, von Müdigkeit und Erschöpfung, aber auch vom Durchhaltewillen und der festen Entschlossenheit, nicht aufzugeben.",1,0
8cdf816d-a8eb-4980-b0e7-c17576d774e4,zerschlagen,"An der Seite der USA haben wir gemeinsam mit anderen Nato-Partnern in Afghanistan dazu beigetragen, die Wurzeln des terroristischen Al-Quaida-Netzwerkes zu zerschlagen.",24,0
ade04da4-72d5-4f65-b3a4-c2aee15bdb1f,zusammenstehen,Aber in der Not stehen die Menschen zusammen.,4,0
7b661df7-269a-4ab5-b62b-0fdf2e77dd35,gehen,"Nicht nur eine Flutwelle, eine ungeheure Welle der Hilfsbereitschaft geht durch unser Land.",9,1
1f15fb62-24c5-4a8f-a0a4-5afa1220b046,hinüberretten,"Von diesem Gefühl haben wir immer noch etwas in die Gegenwart hinübergerettet.""",11,0
3a9b2d4f-9895-4a17-b85b-fd8e88711686,fassen,"Wir werden nie ganz fassen können, was damals geschah.",4,0
b26bc792-2723-4037-a461-613a87efe6d8,annähern,"Wir können nur versuchen, uns weiter anzunähern.",6,0
a2807f32-705e-47c5-b30b-66b2c6912d85,sehen,"Ich denke, dass das, was Sie hier nach fünfjähriger Bauzeit beziehen, sich sehen lassen kann und in Berlins Mitte eine Bereicherung darstellt, sowohl baulich als auch von den Aufgaben her, die Sie hier bearbeiten.",12,0
13375f21-d245-43df-a618-7a170b3e58fa,aufgreifen,"Ich möchte aber aufgreifen, was Sie, Herr Reich, vor wenigen Wochen in der Bilanzpressekonferenz gesagt haben.",3,0
4b92d1d2-9d8f-4354-8ce6-c53cd2f7059b,vorstoßen,"Hier liegt ein Grund, warum in der Frühphase traditionelle Kreditgeber schon einmal zögern, wenn Jungunternehmerinnen und -unternehmer mit unkonventionellen Methoden und einer Finanzierung, die nicht in allen Punkten als abgesichert gelten kann, in neue Märkte vorstoßen wollen, was wir uns alle miteinander aber auf der anderen Seite wünschen.",35,1
2385af9b-d906-462f-84a8-f004d0f5e134,liegen,"Interessant ist in diesem Zusammenhang auch die Beobachtung, dass die Beschäftigungspläne bei den Unternehmen der New Economy trotz der Kursbereinigung an den Aktienmärkten erneut um fast zehn Prozentpunkte über denen des Vorjahres liegen.",32,0
0a095c67-42f0-4649-a59e-ac6d33af1b0b,liegen,"Neben der eindeutig beschäftigungsfreundlichen Wirkung dieser Förderbank liegt mir eines der Grundprinzipien der Kreditanstalt für Wiederaufbau besonders am Herzen, das Prinzip der Nachhaltigkeit.",7,0
2ff2cdcc-ca65-486c-a73e-0c3a0542299f,entzünden,Meine Freude entzündet sich dabei sowohl am Thema der Ausstellung als auch an ihrem kulturpolitischen Kontext.,2,0
241161e2-4539-4091-ac1f-f0014f869b47,erzählen,"Kunstwerke erzählen nicht nur die Geschichte der Kunst, sondern auch die ihres Jahrhunderts.",1,0
c05b70ef-6fea-460e-98a4-12acfd6d8099,reflektieren,"Sie reflektieren ihre Epoche, sind Spiegel der gesellschaftlichen, politischen und wissenschaftlichen Wirklichkeit, in der sie entstanden sind.",1,1
a79dec34-31b8-443b-b85b-67fc11404d22,initiieren,"Die Künste initiieren daraus nicht selten gesellschaftliche Bewegungen, Utopien, Revolution.",2,0
b114ef4d-5510-4e42-9481-33ec84c35872,verstellen,Der europaweite Terror des NS-Regimes gegen die Kultur und der kalte Krieg haben unseren Blick zweifellos zweifach verstellt.,18,1
9db7ebe1-ed3c-43c8-b2fd-0ea738fbfb9c,eintrüben,"Kein Zweifel: Im Vergleich zur Situation, die wir im letzten Jahr um diese Zeit vorgefunden haben, hat sich die Weltwirtschaft eingetrübt.",20,1
5c54f1ce-843b-4c31-a7f5-ac24923a3e34,eintrüben,Kein Zweifel also: Die Weltwirtschaft hat sich eingetrübt.,7,1
e5cd009f-91a4-4407-bba2-08009a1d9904,durchschlagen,"Anders ausgedrückt: Krisenhafte Erscheinungen in dem für uns so wichtigen Markt der Vereinigten Staaten schlagen anders und vor allen Dingen schneller auf Deutschland durch, als es in der Vergangenheit der Fall war.",14,1
5c1a2a51-33fb-4804-9389-55493f2aa852,beschreiben,"Wir haben gesagt: Wir müssen einen Pfad in der staatlichen Finanzpolitik finden, der einen Weg in die Zukunft dadurch beschreibt, dass auf der einen Seite Konsolidierungspolitik in den öffentlichen Haushalten gemacht wird - übrigens auch international vereinbarte Konsolidierungspolitik; ich erinnere an den Stabilitätspakt, der international vereinbart wurde, keine Erfindung von mir war und trotzdem richtig ist - und auf der anderen Seite die öffentlichen Investitionen verstetigt werden, um dadurch Wachstum zu ermöglichen.",19,0
0738d94b-6760-4c8d-b444-f9e0e68b6af1,einleuchten,"Es leuchtet jedem, der sich mit Finanz- und Wirtschaftspolitik befasst, unmittelbar ein, dass das nicht geht.",1,0
2adc11c1-8e47-4c71-98f6-edb1bfe84f03,antreten,"Diejenigen, die das befürworten, können nur sehr kurzfristige Beweise dafür antreten.",10,1
6753affd-22b2-4a26-b0a7-01b8e3d69365,abheben,Der Herr Ministerpräsident hat darauf abgehoben.,5,1
44b5374f-b817-494d-a523-4ff569bc20e1,bringen,Wir haben nämlich aus guten Gründen - der Herr Ministerpräsident hat darauf hingewiesen - den Solidarpakt II unter Dach und Fach gebracht.,19,0
f23b9eee-f6cf-46e9-b381-f77b8456eeab,fällen,"Ich wollte nämlich den Finanzmärkten wie den wirtschaftspolitischen Akteuren signalisieren: Dieses Land, föderal aufgebaut - was ja gelegentlich durchaus zu Schwierigkeiten bei Entscheidungen führen kann -, ist in der Lage, komplizierteste Entscheidungen mit weit reichenden Folgen in kurzer Zeit und großer Einigkeit zu fällen.",41,0
66a1aaa0-76bb-4cfe-a007-da14f7101a20,schreiben,"Auch das, denke ich, wird die Branche nicht übersehen und keineswegs klein schreiben.",12,1
830f404e-6fce-4c86-9259-af6fc9cae49b,verankern,"Aber natürlich brauchen wir die Partner, um die Notwendigkeit einer solchen Innovationsstrategie auch in der Gesellschaft zu verankern.",17,1
c49e8ae5-c4ca-41c4-97c2-ea1a295357fe,erzählen,Filme erzählen die Geschichten von der Vergangenheit mit ihren eigenen Mitteln.,1,0
d248751d-ade4-4828-ab8c-61024ddc2258,zielen,Gegenwärtig zielen die stilistischen Mittel des Kinos - nicht nur in Deutschland - vor allem auf die Emotionen des Publikums. Diese Tendenz ist nicht etwa zu verachten.,1,0
69de7ecc-1c23-419b-abeb-711bb0fc3a09,erzählen,"Das Kino erzählt die Geschichten von der Vergangenheit so, dass sie auf die Emotion, den Sinnesapparat, das seelische Zentrum des Zuschauers zielen.",2,0
a35ddb2f-1777-41f8-8e73-ca6dcae23a93,zielen,"Das Kino erzählt die Geschichten von der Vergangenheit so, dass sie auf die Emotion, den Sinnesapparat, das seelische Zentrum des Zuschauers zielen.",21,0
701f8908-0db1-4c0e-83b7-f25991a862f7,erwachsen,"Ich glaube, dass jeder unendliches Mitgefühl mit den Opfern, mit den Angehörigen der Toten hat und haben muss, und daraus auch der feste Wille erwachsen muss, alles zu tun, um erstens das, was abgelaufen ist, abzuklären und zweitens, wenn es ein Anschlag gewesen sein sollte - was gegenwärtig nicht sicher feststeht, es gibt Anzeichen, es gibt auch gegenteilige Erklärungen der tunesischen Behörden -, dann werden wir alles in unserer Macht stehende tun, um die Menschen, die so etwas tun, zu fangen und auf Dauer hinter Gitter zu bringen.",24,0
6159b6a5-6628-4236-b30f-b9d2ea95fee8,erzielen,"Meine Damen und Herren, am 17. Dezember 1999, in der 7. Verhandlungsrunde, haben wir hier in Berlin eine erste Vereinbarung erzielt: Bund und deutsche Unternehmen werden je zur Hälfte die Bundesstiftung ""Erinnerung, Verantwortung und Zukunft"" mit einem Stiftungskapital von 10 Mrd. DM ausstatten.",20,0
03c8fe0b-961a-404e-bbdf-b02a6c442464,berühren,Diese Rechtssicherheit berührt unmittelbar deutsche Exporte und Investitionen in Amerika.,2,1
de615437-ed9a-4f12-81b6-cd685c9ff3e7,sehen,"Wer bauen will, muss Gebäude zuerst sehen und erleben lernen, muss sich umtun in der Welt, in Werkstätten und Büros, muss sich einen Bilderschatz erarbeiten, den er an einer Universität, in einer Stadt, ja nicht einmal in einem Land finden kann.",6,0
24bc668e-c60e-4644-873e-5f5940e2cef2,erleben,"Wer bauen will, muss Gebäude zuerst sehen und erleben lernen, muss sich umtun in der Welt, in Werkstätten und Büros, muss sich einen Bilderschatz erarbeiten, den er an einer Universität, in einer Stadt, ja nicht einmal in einem Land finden kann.",8,0
e999f3ee-e588-44d9-944c-04fde2e89049,wandern,"Architekten müssen wandern, und es war nicht zuletzt diese alte Weisheit, die die rot-grüne Bundesregierung vor nunmehr fünf Jahren bewog, mit dem ""Taut-Stipendium"" den höchst dotierten Nachwuchspreis für junge Architektinnen und Architekten als Reisestipendium auszuloben.",2,1
7c9a31ad-cd4f-4480-81df-f4112f30c0e8,reifen,Nur so reifen Ideen zu Innovationen.,2,0
813eb5f0-562b-42b8-98e6-f595717c99ec,verstecken,Aber die deutschen Winzer müssen sich mit ihren Produkten keineswegs hinter der Konkurrenz aus dem sonnigeren Ausland verstecken.,17,0
8c3da55f-388e-4b21-8df7-8c15126aec85,sehen,"Meine Damen und Herren, Sie werden mir zustimmen, diese Zahlen können sich sehen lassen.",12,0
a8e82eca-3bf8-4024-8455-6b708136fb6b,verstümmeln,Das perfide Überwachungssystem verstümmelte die Seele der Menschen.,3,1
aca5dec7-7fd3-4e8f-9631-d1e3996c5dc3,zerstören,Jeder Hauch einer Opposition wurde zerstört.,5,0
